date,station_id,station_name,longitude,latitude,rainfall_value
2024-09-17,S214,Tanjong Rhu,103.88289,1.29911,0.591
2024-09-17,S88,Toa Payoh North,103.8482,1.3427,0.2
2024-09-17,S123,Towner Road,103.8577,1.3214,0.2
2024-09-17,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-17,S115,Tuas South Avenue 3,103.61843,1.29377,0.2
2024-09-17,S24,Upper Changi Road North,103.9826,1.3678,0.6
2024-09-17,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-17,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-17,S116,West Coast Highway,103.754,1.281,0.2
2024-09-17,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-17,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-17,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-17,S227,Woodlands Drive 62,103.80389,1.43944,0.202
2024-09-17,S219,Yio Chu Kang Road,103.87643,1.37999,0.201
2024-09-17,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-18,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-18,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-18,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-18,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-18,S117,Banyan Road,103.679,1.256,0.0
2024-09-18,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-18,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-18,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-18,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-18,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-18,S208,Changi East Close,104.00317,1.3136,0.204
2024-09-18,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-18,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-18,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-18,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-18,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-18,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-18,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-18,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-18,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-18,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-18,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-18,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-18,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-18,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-18,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-18,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-18,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-18,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-18,S226,Malan Road,103.80389,1.27472,0.0
2024-09-18,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-18,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-18,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-18,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-18,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-18,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-18,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-18,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-18,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-18,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-18,S78,Poole Road,103.89067,1.30703,0.0
2024-09-18,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-18,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-18,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-18,S60,Sentosa,103.8279,1.25,0.0
2024-09-18,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-18,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-18,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-18,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-18,S123,Towner Road,103.8577,1.3214,0.0
2024-09-18,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-18,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-18,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-18,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-18,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-18,S116,West Coast Highway,103.754,1.281,0.0
2024-09-18,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-18,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-18,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-18,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-18,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-18,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-19,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-19,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-19,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-19,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-19,S117,Banyan Road,103.679,1.256,0.0
2024-09-19,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-19,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-19,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-19,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-19,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-19,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-19,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-19,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-19,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-19,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-19,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-19,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-19,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-19,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-19,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-19,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-19,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-19,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-19,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-19,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-19,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-19,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-19,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-19,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-19,S226,Malan Road,103.80389,1.27472,0.0
2024-09-19,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-19,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-19,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-19,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-19,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-19,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-19,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-19,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-19,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-19,S94,Pasir Ris Street 51,103.9528,1.3662,0.4
2024-09-19,S78,Poole Road,103.89067,1.30703,0.0
2024-09-19,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-19,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-19,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-19,S60,Sentosa,103.8279,1.25,0.0
2024-09-19,S84,Simei Avenue,103.9444,1.3437,0.2
2024-09-19,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-19,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-19,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-19,S123,Towner Road,103.8577,1.3214,0.0
2024-09-19,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-19,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-19,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-19,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-19,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-19,S116,West Coast Highway,103.754,1.281,0.0
2024-09-19,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-19,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-19,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-19,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-19,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-19,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-20,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-20,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-20,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-20,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-20,S117,Banyan Road,103.679,1.256,0.6
2024-09-20,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-20,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-20,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-20,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-20,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-20,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-20,S114,Choa Chu Kang Avenue 4,103.73,1.38,3.2
2024-09-20,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-20,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-20,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-20,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-20,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-20,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-20,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-20,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-20,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-20,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-20,S228,Jurong West Street 73,103.70073,1.34703,0.198
2024-09-20,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-20,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-20,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-20,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-20,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-20,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-20,S226,Malan Road,103.80389,1.27472,0.0
2024-09-20,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-20,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-20,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-20,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-20,S44,Nanyang Avenue,103.68166,1.34583,3.4
2024-09-20,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-20,S121,Old Choa Chu Kang Road,103.72244,1.37288,2.2
2024-09-20,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-20,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-20,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-20,S78,Poole Road,103.89067,1.30703,0.0
2024-09-20,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-20,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-20,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-20,S60,Sentosa,103.8279,1.25,0.0
2024-09-20,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-20,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-20,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-20,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-20,S123,Towner Road,103.8577,1.3214,0.0
2024-09-20,S89,Tuas Road,103.66162,1.31985,4.4
2024-09-20,S115,Tuas South Avenue 3,103.61843,1.29377,0.6
2024-09-20,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-20,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-20,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-20,S116,West Coast Highway,103.754,1.281,0.0
2024-09-20,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-20,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-20,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-20,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-20,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-20,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-21,S224,Airport Boulevard,103.98409,1.34392,3.618
2024-09-21,S77,Alexandra Road,103.8125,1.2937,1.8
2024-09-21,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,1.02
2024-09-21,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,1.4
2024-09-21,S117,Banyan Road,103.679,1.256,0.4
2024-09-21,S207,Bedok Road,103.95836,1.32485,4.824
2024-09-21,S217,Bishan Street 13,103.85526,1.35041,0.591
2024-09-21,S218,Bukit Batok Street 34,103.75065,1.36491,2.244
2024-09-21,S64,Bukit Panjang Road,103.7603,1.3824,1.6
2024-09-21,S90,Bukit Timah Road,103.8191,1.3191,1.0
2024-09-21,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-21,S114,Choa Chu Kang Avenue 4,103.73,1.38,2.2
2024-09-21,S201,Clementi Park,103.76714,1.32311,0.8
2024-09-21,S50,Clementi Road,103.7768,1.3337,0.8
2024-09-21,S220,Compassvale Lane,103.89797,1.38666,0.203
2024-09-21,S213,Coronation Walk,103.8097,1.32427,1.0
2024-09-21,S107,East Coast Parkway,103.9625,1.3135,5.0
2024-09-21,S215,Geylang East Central,103.88899,1.32785,0.812
2024-09-21,S222,Henderson Road,103.82364,1.28987,3.417
2024-09-21,S221,Hougang Avenue 1,103.89088,1.35691,0.99
2024-09-21,S33,Jurong Pier Road,103.71,1.3081,0.4
2024-09-21,S229,Jurong West Street 42,103.72195,1.35167,0.609
2024-09-21,S228,Jurong West Street 73,103.70073,1.34703,0.792
2024-09-21,S71,Kent Ridge Road,103.7815,1.2923,1.4
2024-09-21,S43,Kim Chuan Road,103.8878,1.3399,0.6
2024-09-21,S211,Kranji Road,103.75711,1.42918,0.609
2024-09-21,S66,Kranji Way,103.7363,1.4387,1.4
2024-09-21,S112,Lim Chu Kang Road,103.70131,1.43854,1.2
2024-09-21,S07,Lornie Road,103.8334,1.3415,0.8
2024-09-21,S226,Malan Road,103.80389,1.27472,1.2
2024-09-21,S40,Mandai Lake Road,103.78962,1.4044,1.8
2024-09-21,S223,Margaret Drive,103.80264,1.29984,1.827
2024-09-21,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-21,S113,Marine Parade Road,103.9104,1.30648,1.8
2024-09-21,S44,Nanyang Avenue,103.68166,1.34583,0.6
2024-09-21,S119,Nicoll Highway,103.8666,1.30105,3.4
2024-09-21,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.8
2024-09-21,S35,Old Toh Tuck Road,103.7556,1.3329,1.0
2024-09-21,S203,Pasir Panjang,103.7702,1.29164,1.407
2024-09-21,S94,Pasir Ris Street 51,103.9528,1.3662,7.8
2024-09-21,S78,Poole Road,103.89067,1.30703,1.8
2024-09-21,S81,Punggol Central,103.9092,1.4029,3.2
2024-09-21,S111,Scotts Road,103.8365,1.31055,1.2
2024-09-21,S900,Seletar Aerospace View,103.86922,1.41284,0.2
2024-09-21,S60,Sentosa,103.8279,1.25,2.2
2024-09-21,S84,Simei Avenue,103.9444,1.3437,1.4
2024-09-21,S79,Somerset Road,103.8372,1.3004,2.0
2024-09-21,S214,Tanjong Rhu,103.88289,1.29911,2.955
2024-09-21,S88,Toa Payoh North,103.8482,1.3427,0.4
2024-09-21,S123,Towner Road,103.8577,1.3214,1.2
2024-09-21,S89,Tuas Road,103.66162,1.31985,0.4
2024-09-21,S115,Tuas South Avenue 3,103.61843,1.29377,0.6
2024-09-21,S24,Upper Changi Road North,103.9826,1.3678,6.6
2024-09-21,S69,Upper Peirce Reservoir Park,103.805,1.37,1.0
2024-09-21,S08,Upper Thomson Road,103.8271,1.3701,1.0
2024-09-21,S116,West Coast Highway,103.754,1.281,0.4
2024-09-21,S230,West Coast Road,103.76444,1.30167,0.8
2024-09-21,S104,Woodlands Avenue 9,103.78538,1.44387,0.2
2024-09-21,S210,Woodlands Centre,103.76904,1.44003,0.201
2024-09-21,S227,Woodlands Drive 62,103.80389,1.43944,0.202
2024-09-21,S219,Yio Chu Kang Road,103.87643,1.37999,0.804
2024-09-21,S209,Yishun Ring Road,103.84472,1.42111,0.202
2024-09-22,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-22,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-22,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-22,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-22,S117,Banyan Road,103.679,1.256,0.0
2024-09-22,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-22,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-22,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-22,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-22,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-22,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-22,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-22,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-22,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-22,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-22,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-22,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-22,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-22,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-22,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-22,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-22,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-22,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-22,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-22,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-22,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-22,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-22,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-22,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-22,S226,Malan Road,103.80389,1.27472,0.0
2024-09-22,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-22,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-22,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-22,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-22,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-22,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-22,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-22,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-22,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-22,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-22,S78,Poole Road,103.89067,1.30703,0.0
2024-09-22,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-22,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-22,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-22,S60,Sentosa,103.8279,1.25,0.0
2024-09-22,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-22,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-22,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-22,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-22,S123,Towner Road,103.8577,1.3214,0.0
2024-09-22,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-22,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-22,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-22,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-22,S116,West Coast Highway,103.754,1.281,0.0
2024-09-22,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-22,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-22,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-22,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-22,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-22,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-23,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-23,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-23,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.204
2024-09-23,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.6
2024-09-23,S117,Banyan Road,103.679,1.256,0.0
2024-09-23,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-23,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-23,S218,Bukit Batok Street 34,103.75065,1.36491,3.672
2024-09-23,S64,Bukit Panjang Road,103.7603,1.3824,2.8
2024-09-23,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-23,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-23,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.4
2024-09-23,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-23,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-23,S220,Compassvale Lane,103.89797,1.38666,0.203
2024-09-23,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-23,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-23,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-23,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-23,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-23,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-23,S229,Jurong West Street 42,103.72195,1.35167,1.015
2024-09-23,S228,Jurong West Street 73,103.70073,1.34703,2.574
2024-09-23,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-23,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-23,S211,Kranji Road,103.75711,1.42918,0.203
2024-09-23,S66,Kranji Way,103.7363,1.4387,1.2
2024-09-23,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-23,S07,Lornie Road,103.8334,1.3415,0.2
2024-09-23,S226,Malan Road,103.80389,1.27472,0.0
2024-09-23,S40,Mandai Lake Road,103.78962,1.4044,0.2
2024-09-23,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-23,S108,Marina Gardens Drive,103.8703,1.2799,0.2
2024-09-23,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-23,S44,Nanyang Avenue,103.68166,1.34583,1.6
2024-09-23,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-23,S121,Old Choa Chu Kang Road,103.72244,1.37288,1.2
2024-09-23,S35,Old Toh Tuck Road,103.7556,1.3329,0.4
2024-09-23,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-23,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-23,S78,Poole Road,103.89067,1.30703,0.0
2024-09-23,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-23,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-23,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-23,S60,Sentosa,103.8279,1.25,0.0
2024-09-23,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-23,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-23,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-23,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-23,S123,Towner Road,103.8577,1.3214,0.0
2024-09-23,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-23,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-23,S69,Upper Peirce Reservoir Park,103.805,1.37,0.2
2024-09-23,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-23,S116,West Coast Highway,103.754,1.281,0.0
2024-09-23,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-23,S104,Woodlands Avenue 9,103.78538,1.44387,4.8
2024-09-23,S210,Woodlands Centre,103.76904,1.44003,0.402
2024-09-23,S227,Woodlands Drive 62,103.80389,1.43944,5.454
2024-09-23,S219,Yio Chu Kang Road,103.87643,1.37999,0.804
2024-09-23,S209,Yishun Ring Road,103.84472,1.42111,0.202
2024-09-23,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-24,S224,Airport Boulevard,103.98409,1.34392,2.814
2024-09-24,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-24,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-24,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-24,S117,Banyan Road,103.679,1.256,1.0
2024-09-24,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-24,S217,Bishan Street 13,103.85526,1.35041,0.197
2024-09-24,S218,Bukit Batok Street 34,103.75065,1.36491,0.204
2024-09-24,S64,Bukit Panjang Road,103.7603,1.3824,0.6
2024-09-24,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-24,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-24,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.4
2024-09-24,S201,Clementi Park,103.76714,1.32311,1.8
2024-09-24,S50,Clementi Road,103.7768,1.3337,8.0
2024-09-24,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-24,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-24,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-24,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-24,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-24,S221,Hougang Avenue 1,103.89088,1.35691,0.198
2024-09-24,S33,Jurong Pier Road,103.71,1.3081,5.2
2024-09-24,S229,Jurong West Street 42,103.72195,1.35167,1.218
2024-09-24,S228,Jurong West Street 73,103.70073,1.34703,8.118
2024-09-24,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-24,S43,Kim Chuan Road,103.8878,1.3399,0.2
2024-09-24,S211,Kranji Road,103.75711,1.42918,0.203
2024-09-24,S66,Kranji Way,103.7363,1.4387,0.2
2024-09-24,S112,Lim Chu Kang Road,103.70131,1.43854,1.0
2024-09-24,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-24,S226,Malan Road,103.80389,1.27472,1.6
2024-09-24,S40,Mandai Lake Road,103.78962,1.4044,0.8
2024-09-24,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-24,S108,Marina Gardens Drive,103.8703,1.2799,0.0
